"","X1.x","yearID.x","playerID","teamID.x","lgID.x.x","G_all.x","GS.x.x","G_batting.x","G_defense.x","G_p.x","G_c.x","G_1b.x","G_2b.x","G_3b.x","G_ss.x","G_lf.x","G_cf.x","G_rf.x","G_of.x","G_dh.x","G_ph.x","G_pr.x","stint.x.x","G.x.x","AB.x","R.x","H.x","2B.x","3B.x","HR.x","RBI.x","SB.x.x","CS.x.x","BB.x","SO.x","IBB.x","HBP.x","SH.x","SF.x","GIDP.x","BA.x","1B.x","OPS.x","BAClass.x","OPSClass.x","X1.y","yearID.y","teamID.y","lgID.x.y","G_all.y","GS.x.y","G_batting.y","G_defense.y","G_p.y","G_c.y","G_1b.y","G_2b.y","G_3b.y","G_ss.y","G_lf.y","G_cf.y","G_rf.y","G_of.y","G_dh.y","G_ph.y","G_pr.y","stint.x.y","G.x.y","AB.y","R.y","H.y","2B.y","3B.y","HR.y","RBI.y","SB.x.y","CS.x.y","BB.y","SO.y","IBB.y","HBP.y","SH.y","SF.y","GIDP.y","BA.y","1B.y","OPS.y","BAClass.y","OPSClass.y"
"602",31151,2014,"rominan01","DET","AL",94,72,94,92,1,0,0,12,0,83,0,0,0,0,1,2,6,1,94,251,30,57,6,0,2,12,12,2,18,60,0,0,4,0,5,0.227091633466135,49,0.553710807328308,"AvgPoor","AvgPoor",31837,2015,"DET","AL",109,43,109,104,0,0,17,13,59,27,2,0,0,2,1,4,19,1,109,184,25,47,5,0,2,15,10,5,11,46,1,3,4,1,4,0.255434782608696,40,0.621750054620931,"AvgPoor","AvgPoor"
"603",31152,2014,"rominau01","NYA","AL",7,2,7,4,0,3,1,0,0,0,0,0,0,0,2,2,1,1,7,13,2,3,1,0,0,1,0,0,0,4,0,0,0,0,0,0.230769230769231,2,0.538461538461539,"AvgPoor","AvgPoor",31838,2015,"NYA","AL",1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.288888888888889,"AvgPoor","AvgPoor"
"604",31153,2014,"rosalad01","TEX","AL",56,44,56,46,0,0,32,5,7,3,0,0,0,0,5,4,3,1,56,164,20,43,7,0,4,19,4,2,13,42,0,3,0,0,5,0.26219512195122,32,0.705826558265583,"AvgPoor","AvgPoor",31839,2015,"TEX","AL",55,32,53,47,2,0,19,19,14,0,1,0,0,1,1,4,8,1,55,114,14,26,4,0,3,7,4,4,10,30,0,1,0,0,4,0.228070175438596,19,0.638105263157895,"AvgPoor","AvgPoor"
"605",31154,2014,"rosarwi01","COL","NL",106,97,106,98,0,96,4,0,0,0,0,0,0,0,0,9,0,1,106,382,46,102,25,0,13,54,1,0,23,70,5,0,0,5,17,0.267015706806283,64,0.739433022602477,"AvgPoor","AvgPoor",31841,2015,"COL","NL",87,54,87,55,0,2,53,0,0,0,0,0,0,0,6,28,0,1,87,231,22,62,14,1,6,29,2,1,8,56,2,1,1,1,8,0.268398268398268,41,0.710190224713046,"AvgPoor","AvgPoor"
"606",31155,2014,"rossco01","ARI","NL",83,51,83,56,0,0,0,0,0,0,37,0,20,56,0,30,0,1,83,202,15,51,8,0,2,15,0,0,15,44,0,1,0,1,3,0.252475247524752,41,0.627718251277183,"AvgPoor","AvgPoor",31842,2015,"OAK","AL",9,6,9,8,0,0,0,0,0,0,4,0,5,8,1,3,0,1,9,22,3,2,0,0,0,3,0,0,3,6,0,0,0,0,0,0.1,2,0.290909090909091,"AvgPoor","AvgPoor"
"607",31156,2014,"rossda01","BOS","AL",50,47,50,50,0,50,0,0,0,0,0,0,0,0,0,0,0,1,50,152,16,28,7,0,7,15,0,1,16,58,1,0,2,1,1,0.184210526315789,14,0.628776082217378,"AvgPoor","AvgPoor",31843,2015,"CHN","NL",72,46,72,61,2,59,0,0,0,0,0,0,0,0,0,14,1,1,72,159,6,28,9,0,1,9,1,0,20,61,7,0,2,1,1,0.176100628930818,18,0.518238993710692,"AvgPoor","AvgPoor"
"608",31157,2014,"ruary01","TEX","AL",28,28,28,26,0,0,9,0,1,0,17,0,0,17,2,0,0,1,28,105,11,31,7,0,2,14,1,0,2,18,0,2,0,0,6,0.295238095238095,22,0.740148536478812,"Good","AvgPoor",31844,2015,"TEX","AL",28,24,28,27,0,0,4,0,0,0,22,0,4,25,0,1,0,1,28,83,10,16,5,0,4,7,0,0,3,32,0,0,0,0,2,0.192771084337349,7,0.618520594003923,"AvgPoor","AvgPoor"
"609",31158,2014,"rufda01","PHI","NL",52,25,52,32,0,0,20,0,1,0,15,0,0,15,0,23,0,1,52,102,13,24,8,0,3,8,0,0,8,32,0,4,1,2,2,0.235294117647059,13,0.712305611899932,"AvgPoor","AvgPoor",31845,2015,"PHI","NL",106,62,106,81,0,0,66,0,0,0,22,0,0,22,0,29,0,1,106,268,30,63,12,0,12,39,1,0,21,69,0,5,0,3,7,0.235074626865672,39,0.713842404140912,"AvgPoor","AvgPoor"
"610",31159,2014,"ruggiju01","CHN","NL",81,52,81,57,0,0,0,0,0,0,10,18,34,57,0,29,0,1,81,224,29,63,13,1,6,28,2,4,18,70,0,3,1,4,2,0.28125,43,0.76592082616179,"Good","AvgPoor",31846,2015,"LAN","NL",21,13,21,16,0,0,0,0,0,0,16,0,2,16,0,8,0,2,21,55,12,16,4,1,4,12,2,0,3,14,0,2,0,0,1,0.290909090909091,7,0.968181818181818,"Good","Good"
"611",31159,2014,"ruggiju01","CHN","NL",81,52,81,57,0,0,0,0,0,0,10,18,34,57,0,29,0,1,81,224,29,63,13,1,6,28,2,4,18,70,0,3,1,4,2,0.28125,43,0.76592082616179,"Good","AvgPoor",31847,2015,"SEA","AL",36,15,36,31,0,0,0,0,0,0,6,15,11,31,3,11,4,1,36,70,8,15,4,0,2,3,3,2,11,27,0,0,0,0,0,0.214285714285714,9,0.678130511463845,"AvgPoor","AvgPoor"
"612",31160,2014,"ruizca01","PHI","NL",110,104,110,109,0,109,0,0,0,0,0,0,0,0,0,3,1,1,110,381,43,96,25,1,6,31,4,2,46,60,1,12,1,5,11,0.251968503937008,64,0.716925587004327,"AvgPoor","AvgPoor",31848,2015,"PHI","NL",86,81,86,83,0,83,0,0,0,0,0,0,0,0,0,4,0,1,86,284,23,60,13,1,2,22,1,1,28,43,2,4,3,1,13,0.211267605633803,44,0.575432087794908,"AvgPoor","AvgPoor"
"613",31161,2014,"ruppca01","PHI","NL",18,18,18,18,0,18,0,0,0,0,0,0,0,0,0,0,0,1,18,60,4,11,4,0,0,6,0,0,4,20,0,0,0,0,5,0.183333333333333,7,0.484375,"AvgPoor","AvgPoor",31849,2015,"PHI","NL",81,79,81,80,0,80,0,0,0,0,0,0,0,0,0,1,0,1,81,270,24,63,9,1,9,28,0,1,24,71,5,3,0,2,8,0.233333333333333,44,0.675077418555679,"AvgPoor","AvgPoor"
"614",31162,2014,"rutlejo01","COL","NL",105,75,105,87,0,0,0,17,5,69,0,0,0,0,0,21,1,1,105,309,44,83,16,7,4,33,2,3,20,83,0,6,5,2,6,0.268608414239482,56,0.727972880835086,"AvgPoor","AvgPoor",31851,2015,"BOS","AL",39,19,39,35,0,0,0,30,5,0,0,0,0,0,4,3,5,1,39,74,11,21,1,0,1,10,0,0,5,26,1,2,1,3,0,0.283783783783784,19,0.671171171171171,"Good","AvgPoor"
"615",31163,2014,"ryanbr01","NYA","AL",49,33,49,48,0,0,5,19,2,25,0,0,0,0,1,2,4,1,49,114,5,19,4,0,0,8,0,2,4,30,0,3,1,2,2,0.166666666666667,15,0.41313649978605,"AvgPoor","AvgPoor",31852,2015,"NYA","AL",47,29,47,43,1,0,3,26,14,6,0,0,2,2,0,5,3,1,47,96,10,22,6,2,0,8,0,0,5,29,0,1,1,0,1,0.229166666666667,14,0.607843137254902,"AvgPoor","AvgPoor"
"616",31164,2014,"saltaja01","MIA","NL",114,104,114,107,0,107,0,0,0,0,0,0,0,0,1,10,0,1,114,373,43,82,20,0,11,44,0,1,55,143,4,2,0,5,11,0.219839142091153,51,0.681470524791224,"AvgPoor","AvgPoor",31854,2015,"ARI","NL",70,39,70,41,0,38,4,0,0,0,0,0,0,0,2,29,0,2,70,171,23,43,14,0,8,23,0,0,19,57,0,2,1,1,3,0.251461988304094,21,0.805290428142896,"AvgPoor","Good"
"617",31164,2014,"saltaja01","MIA","NL",114,104,114,107,0,107,0,0,0,0,0,0,0,0,1,10,0,1,114,373,43,82,20,0,11,44,0,1,55,143,4,2,0,5,11,0.219839142091153,51,0.681470524791224,"AvgPoor","AvgPoor",31855,2015,"MIA","NL",9,8,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,1,9,29,3,2,1,0,1,1,0,0,4,12,0,0,0,0,2,0.1,0,0.38871473354232,"AvgPoor","AvgPoor"
"618",31165,2014,"sanchca01","CHA","AL",28,27,28,28,0,0,0,27,0,1,0,0,0,0,0,1,0,1,28,100,6,25,5,0,0,5,1,1,3,25,0,0,0,1,1,0.25,20,0.569230769230769,"AvgPoor","AvgPoor",31856,2015,"CHA","AL",120,112,120,117,0,0,0,117,0,0,0,0,0,0,1,5,0,1,120,389,40,87,23,1,5,31,2,2,19,81,0,5,6,1,9,0.223650385604113,58,0.594594091129243,"AvgPoor","AvgPoor"
"619",31166,2014,"sanchga01","PIT","NL",123,55,123,97,0,0,96,0,0,0,0,0,1,1,3,60,0,1,123,262,31,60,18,1,7,33,2,0,23,58,0,2,0,3,6,0.229007633587786,34,0.678599631481969,"AvgPoor","AvgPoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620",31167,2014,"sanchhe01","SFN","NL",66,34,66,45,0,45,1,0,0,0,0,0,0,0,0,27,0,1,66,163,8,32,8,0,3,28,0,1,8,55,1,2,0,4,2,0.196319018404908,21,0.537901632525736,"AvgPoor","AvgPoor",31857,2015,"SFN","NL",28,11,28,16,0,16,0,0,0,0,0,0,0,0,0,12,0,1,28,56,5,10,4,0,1,5,0,0,2,14,0,0,1,0,1,0.178571428571429,5,0.510467980295567,"AvgPoor","AvgPoor"
"621",31168,2014,"sanchto01","PIT","NL",26,20,26,20,0,20,0,0,0,0,0,0,0,0,1,5,0,1,26,75,3,20,1,0,2,13,0,0,3,28,0,1,0,1,0,0.266666666666667,17,0.66,"AvgPoor","AvgPoor",31858,2015,"PIT","NL",3,2,3,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,3,8,2,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0.375,3,0.819444444444444,"Good","Good"
"622",31169,2014,"sandopa01","SFN","NL",157,154,157,151,0,0,0,0,151,0,0,0,0,0,3,3,0,1,157,588,68,164,26,3,16,73,0,0,39,85,6,4,0,7,16,0.27891156462585,119,0.739417397052865,"AvgPoor","AvgPoor",31859,2015,"BOS","AL",126,122,126,123,0,0,0,0,123,0,0,0,0,0,0,4,0,1,126,470,43,115,25,1,10,47,0,0,25,73,1,7,1,2,14,0.24468085106383,79,0.657624113475177,"AvgPoor","AvgPoor"
"623",31170,2014,"santaca01","CLE","AL",152,151,152,129,0,11,94,0,26,0,0,0,0,0,22,1,0,1,152,541,68,125,25,0,27,85,5,2,113,124,5,3,0,3,13,0.231053604436229,73,0.792138576149667,"AvgPoor","AvgPoor",31862,2015,"CLE","AL",154,153,154,132,0,0,132,0,0,0,0,0,0,0,21,1,0,1,154,550,72,127,29,2,19,85,11,3,108,122,8,3,0,5,20,0.230909090909091,77,0.751902811902812,"AvgPoor","AvgPoor"
"624",31171,2014,"santada01","MIN","AL",101,95,101,99,0,0,0,0,0,34,0,69,0,69,3,3,1,1,101,405,70,129,27,7,7,40,20,4,19,98,0,3,2,1,3,0.318518518518519,88,0.824408676589362,"Good","Good",31863,2015,"MIN","AL",91,69,91,71,0,0,0,0,0,66,0,5,1,5,5,12,8,1,91,261,30,56,10,5,0,21,8,4,6,68,1,3,7,0,7,0.21455938697318,41,0.531928480204342,"AvgPoor","AvgPoor"
"625",31172,2014,"santado01","HOU","AL",6,5,6,5,0,0,0,0,0,0,3,0,2,5,0,1,0,1,6,17,1,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0.1,0,0.288888888888889,"AvgPoor","AvgPoor",31864,2015,"HOU","AL",14,10,14,13,0,0,0,0,0,0,3,1,9,13,0,3,0,1,14,39,6,10,2,0,2,8,2,1,2,17,0,1,0,0,1,0.256410256410256,6,0.771062271062271,"AvgPoor","AvgPoor"
"626",31172,2014,"santado01","HOU","AL",6,5,6,5,0,0,0,0,0,0,3,0,2,5,0,1,0,1,6,17,1,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0.1,0,0.288888888888889,"AvgPoor","AvgPoor",31865,2015,"MIL","NL",38,34,38,36,0,0,0,0,0,0,11,23,16,36,0,2,0,2,38,121,14,28,5,0,6,18,2,0,18,46,0,4,0,2,1,0.231404958677686,17,0.766315189512682,"AvgPoor","AvgPoor"
"627",31173,2014,"santira01","CIN","NL",75,49,75,63,0,0,0,20,28,20,1,0,0,1,0,13,2,1,75,179,20,44,8,0,2,17,2,1,24,38,0,3,7,1,1,0.245810055865922,34,0.667017515450841,"AvgPoor","AvgPoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628",31174,2014,"sardilu01","TEX","AL",43,31,43,36,0,0,0,19,7,13,0,0,0,0,5,4,2,1,43,115,12,30,6,0,0,8,5,1,5,21,0,2,3,0,5,0.260869565217391,24,0.61632216678546,"AvgPoor","AvgPoor",31866,2015,"MIL","NL",36,24,36,30,0,0,0,16,3,14,0,0,0,0,0,6,0,1,36,97,8,19,0,1,0,4,0,0,6,25,1,0,1,1,3,0.195876288659794,18,0.45687946074544,"AvgPoor","AvgPoor"
"629",31175,2014,"satinjo01","NYN","NL",25,7,25,8,0,0,8,0,1,0,0,0,0,0,0,18,0,1,25,35,2,3,2,0,0,3,0,0,6,14,0,2,0,0,2,0.1,1,0.398671096345515,"AvgPoor","AvgPoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630",31176,2014,"saundmi01","SEA","AL",78,61,78,71,0,0,0,0,0,0,1,12,68,71,3,5,4,1,78,231,38,63,11,3,8,34,4,5,26,59,1,0,2,4,2,0.272727272727273,41,0.791212618798826,"AvgPoor","AvgPoor",31867,2015,"TOR","AL",9,9,9,9,0,0,0,0,0,0,3,0,6,9,0,0,0,1,9,31,2,6,0,0,0,3,0,0,5,10,0,0,0,0,1,0.193548387096774,6,0.49910394265233,"AvgPoor","AvgPoor"
"631",31177,2014,"schafjo02","ATL","NL",63,13,63,30,0,0,0,0,0,0,15,11,5,30,1,28,11,1,63,80,9,13,4,0,0,2,15,2,10,20,1,0,3,0,1,0.1625,9,0.468055555555556,"AvgPoor","AvgPoor",31868,2015,"MIN","AL",27,20,27,27,0,0,0,0,0,0,1,26,0,27,0,1,1,1,27,69,9,15,3,0,0,5,0,3,3,23,0,0,2,0,0,0.217391304347826,12,0.510869565217391,"AvgPoor","AvgPoor"
"632",31178,2014,"schafjo02","MIN","AL",41,38,41,41,0,0,0,0,0,0,34,9,1,41,0,0,1,2,41,130,17,37,5,1,1,13,15,5,12,28,0,0,5,0,0,0.284615384615385,30,0.706608884073673,"Good","AvgPoor",31868,2015,"MIN","AL",27,20,27,27,0,0,0,0,0,0,1,26,0,27,0,1,1,1,27,69,9,15,3,0,0,5,0,3,3,23,0,0,2,0,0,0.217391304347826,12,0.510869565217391,"AvgPoor","AvgPoor"
"633",31179,2014,"schaflo01","MIL","NL",65,29,65,47,0,0,0,0,0,0,17,14,17,47,0,18,5,1,65,116,13,21,9,1,0,8,2,1,15,27,3,1,3,1,0,0.181034482758621,11,0.554057557687322,"AvgPoor","AvgPoor",31869,2015,"MIL","NL",69,25,69,50,0,0,0,0,0,0,1,49,0,50,0,21,3,1,69,122,17,27,6,1,1,6,1,0,12,29,0,2,6,1,3,0.221311475409836,19,0.610745482828766,"AvgPoor","AvgPoor"
"634",31180,2014,"schiena01","CHN","NL",99,76,99,81,0,0,0,0,0,0,0,0,81,81,1,20,0,1,99,313,29,60,10,3,6,33,4,4,18,76,0,4,0,6,6,0.191693290734824,41,0.540788697029035,"AvgPoor","AvgPoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635",31181,2014,"schiena01","WAS","NL",23,6,23,10,0,0,0,0,0,0,4,2,6,10,0,14,1,2,23,40,3,9,1,1,1,4,0,1,2,8,0,0,0,0,0,0.225,6,0.636904761904762,"AvgPoor","AvgPoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636",31182,2014,"schoojo01","BAL","AL",137,126,137,137,0,0,0,123,17,0,0,0,0,0,0,3,1,1,137,455,48,95,18,0,16,45,2,0,13,122,0,8,5,0,12,0.208791208791209,61,0.59754363283775,"AvgPoor","AvgPoor",31871,2015,"BAL","AL",86,82,86,84,0,0,0,84,0,0,0,0,0,0,0,2,0,1,86,305,34,85,17,0,15,39,2,0,9,79,0,4,1,2,9,0.278688524590164,53,0.788217213114754,"AvgPoor","AvgPoor"
"637",31183,2014,"schumsk01","CIN","NL",83,61,83,67,1,0,0,19,0,0,33,8,13,52,0,18,1,1,83,247,22,58,12,0,2,22,2,1,18,50,0,1,3,2,3,0.234817813765182,44,0.595005740528129,"AvgPoor","AvgPoor",31872,2015,"CIN","NL",131,41,131,57,0,0,0,12,0,0,40,2,4,46,2,81,0,1,131,244,23,59,20,0,1,21,2,2,23,51,2,0,0,1,7,0.241803278688525,38,0.642035723024223,"AvgPoor","AvgPoor"
"638",31184,2014,"scrugxa01","SLN","NL",9,3,9,5,0,0,5,0,0,0,0,0,0,0,0,5,0,1,9,15,0,3,1,0,0,2,0,0,2,7,0,1,0,0,0,0.2,2,0.6,"AvgPoor","AvgPoor",31874,2015,"SLN","NL",17,10,17,11,0,0,11,0,0,0,0,0,0,0,0,6,0,1,17,42,5,11,2,0,0,7,1,0,0,10,0,1,0,0,2,0.261904761904762,9,0.58859357696567,"AvgPoor","AvgPoor"
"639",31185,2014,"scutama01","SFN","NL",5,3,5,3,0,0,0,3,0,0,0,0,0,0,0,2,0,1,5,11,1,1,0,0,0,0,0,0,1,3,0,0,1,0,1,0.1,1,0.288888888888889,"AvgPoor","AvgPoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640",31186,2014,"seageky01","SEA","AL",159,158,159,157,0,0,0,0,157,0,0,0,0,0,1,1,0,1,159,590,71,158,27,4,25,96,7,5,52,118,3,8,1,3,12,0.267796610169492,102,0.788081085991642,"AvgPoor","AvgPoor",31876,2015,"SEA","AL",161,159,161,160,0,0,0,0,160,1,0,0,0,0,0,1,0,1,161,623,85,166,37,0,26,74,6,6,54,98,6,5,0,4,17,0.26645264847512,103,0.779031676876208,"AvgPoor","AvgPoor"
"641",31187,2014,"segurje01","MIL","NL",146,139,146,144,0,0,0,0,0,144,0,0,0,0,0,2,1,1,146,513,61,126,14,6,5,31,20,9,28,70,5,4,10,2,13,0.245614035087719,101,0.614384325632281,"AvgPoor","AvgPoor",31877,2015,"MIL","NL",142,139,142,140,0,0,0,0,0,140,0,0,0,0,0,3,0,1,142,560,57,144,16,5,6,50,25,6,13,93,2,6,3,2,14,0.257142857142857,117,0.616265060240964,"AvgPoor","AvgPoor"
"642",31188,2014,"selleju01","CLE","AL",17,5,17,17,0,0,0,7,4,6,0,0,0,0,0,0,1,1,17,16,1,3,0,0,0,0,0,1,3,4,0,0,2,0,0,0.1875,3,0.503289473684211,"AvgPoor","AvgPoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643",31189,2014,"semiema01","CHA","AL",64,59,64,59,0,0,0,26,33,3,0,0,0,0,2,4,0,1,64,231,30,54,10,2,6,28,3,0,21,70,0,1,2,0,6,0.233766233766234,36,0.672689629211368,"AvgPoor","AvgPoor",31878,2015,"OAK","AL",155,147,155,152,0,0,0,0,0,152,0,0,0,0,0,8,0,1,155,556,65,143,23,7,15,45,11,5,42,132,1,1,1,1,16,0.257194244604317,98,0.714676258992806,"AvgPoor","AvgPoor"
"644",31190,2014,"shuckja01","CLE","AL",16,5,16,9,0,0,0,0,0,0,4,0,6,9,4,6,4,2,16,26,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0.1,2,0.288888888888889,"AvgPoor","AvgPoor",31882,2015,"CHA","AL",79,29,79,48,0,0,0,0,0,0,10,11,27,48,0,37,2,1,79,143,15,38,8,2,0,15,7,5,16,16,0,1,3,2,2,0.265734265734266,28,0.689156522489856,"AvgPoor","AvgPoor"
"645",31191,2014,"shuckja01","LAA","AL",22,19,22,21,0,0,0,0,0,0,21,0,2,21,0,1,1,1,22,84,10,14,1,0,2,9,2,0,3,11,1,0,1,0,0,0.166666666666667,11,0.445402298850575,"AvgPoor","AvgPoor",31882,2015,"CHA","AL",79,29,79,48,0,0,0,0,0,0,10,11,27,48,0,37,2,1,79,143,15,38,8,2,0,15,7,5,16,16,0,1,3,2,2,0.265734265734266,28,0.689156522489856,"AvgPoor","AvgPoor"
"646",31192,2014,"sierrmo01","CHA","AL",83,33,83,73,0,0,0,0,0,0,7,4,64,73,3,4,19,2,83,127,20,35,8,2,2,7,3,1,7,34,0,0,0,1,0,0.275590551181102,23,0.72843394575678,"AvgPoor","AvgPoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647",31193,2014,"sierrmo01","TOR","AL",13,8,13,7,0,0,0,0,0,0,2,0,6,7,4,4,0,1,13,34,2,2,0,0,0,2,0,0,1,9,0,0,0,0,1,0.1,2,0.288888888888889,"AvgPoor","AvgPoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648",31194,2014,"simmoan01","ATL","NL",146,144,146,146,0,0,0,0,0,146,0,0,0,0,0,0,1,1,146,540,44,132,18,4,7,46,4,5,32,60,4,0,2,2,25,0.244444444444444,103,0.617195767195767,"AvgPoor","AvgPoor",31883,2015,"ATL","NL",147,145,147,147,0,0,0,0,0,147,0,0,0,0,0,1,0,1,147,535,60,142,23,2,4,44,5,3,39,48,6,6,1,2,19,0.265420560747664,113,0.659623598933744,"AvgPoor","AvgPoor"
"649",31195,2014,"singljo02","HOU","AL",95,86,95,91,0,0,91,0,0,0,0,0,0,0,0,6,0,1,95,310,42,52,13,0,13,44,2,3,50,134,1,1,0,1,4,0.167741935483871,26,0.620014257708073,"AvgPoor","AvgPoor",31884,2015,"HOU","AL",19,13,19,14,0,0,14,0,0,0,0,0,0,0,4,4,0,1,19,47,6,9,2,0,1,6,1,0,10,17,0,0,0,1,0,0.191489361702128,6,0.625458547322084,"AvgPoor","AvgPoor"
"650",31196,2014,"sizemgr01","BOS","AL",52,48,52,51,0,0,0,0,0,0,24,18,14,51,0,1,3,1,52,185,14,40,10,2,2,15,5,0,19,41,0,0,0,1,6,0.216216216216216,26,0.612129202373105,"AvgPoor","AvgPoor",31885,2015,"PHI","NL",39,23,39,31,0,0,0,0,0,0,3,0,28,31,0,11,0,1,39,98,4,24,5,0,0,6,0,0,6,23,0,0,0,0,2,0.244897959183673,19,0.584379905808477,"AvgPoor","AvgPoor"
"651",31196,2014,"sizemgr01","BOS","AL",52,48,52,51,0,0,0,0,0,0,24,18,14,51,0,1,3,1,52,185,14,40,10,2,2,15,5,0,19,41,0,0,0,1,6,0.216216216216216,26,0.612129202373105,"AvgPoor","AvgPoor",31886,2015,"TBA","AL",58,43,58,43,0,0,0,0,0,0,29,0,14,43,10,15,0,2,58,175,20,45,12,0,6,27,3,3,14,37,0,2,0,1,1,0.257142857142857,27,0.746279761904762,"AvgPoor","AvgPoor"
"652",31197,2014,"sizemgr01","PHI","NL",60,36,60,42,0,0,0,0,0,0,28,7,12,42,0,19,0,2,60,162,21,41,9,2,3,12,1,1,14,35,0,0,0,0,4,0.253086419753086,27,0.701388888888889,"AvgPoor","AvgPoor",31885,2015,"PHI","NL",39,23,39,31,0,0,0,0,0,0,3,0,28,31,0,11,0,1,39,98,4,24,5,0,0,6,0,0,6,23,0,0,0,0,2,0.244897959183673,19,0.584379905808477,"AvgPoor","AvgPoor"
"653",31197,2014,"sizemgr01","PHI","NL",60,36,60,42,0,0,0,0,0,0,28,7,12,42,0,19,0,2,60,162,21,41,9,2,3,12,1,1,14,35,0,0,0,0,4,0.253086419753086,27,0.701388888888889,"AvgPoor","AvgPoor",31886,2015,"TBA","AL",58,43,58,43,0,0,0,0,0,0,29,0,14,43,10,15,0,2,58,175,20,45,12,0,6,27,3,3,14,37,0,2,0,1,1,0.257142857142857,27,0.746279761904762,"AvgPoor","AvgPoor"
"654",31198,2014,"sizemsc01","NYA","AL",6,5,6,6,0,0,2,0,5,0,0,0,0,0,0,0,0,1,6,16,3,5,2,0,0,4,0,0,0,8,0,0,0,0,0,0.3125,3,0.75,"Good","AvgPoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655",31199,2014,"smithse01","SDN","NL",136,119,136,124,0,0,0,0,0,0,102,0,43,124,1,16,0,1,136,443,55,118,31,5,12,48,1,1,69,87,3,4,0,4,9,0.266365688487585,70,0.807488279215142,"AvgPoor","Good",31887,2015,"SEA","AL",136,107,136,110,0,0,0,0,0,0,65,0,55,110,21,21,2,1,136,395,54,98,31,5,12,42,0,0,47,99,4,4,1,5,15,0.248101265822785,50,0.773414914816582,"AvgPoor","AvgPoor"
"656",31200,2014,"smoakju01","SEA","AL",80,66,80,79,0,0,79,0,0,0,0,0,0,0,0,3,0,1,80,248,28,50,13,0,7,30,0,1,24,66,0,2,0,2,8,0.201612903225806,30,0.614071996259935,"AvgPoor","AvgPoor",31888,2015,"TOR","AL",132,71,132,110,0,0,110,0,0,0,0,0,0,0,4,27,1,1,132,296,44,67,16,1,18,59,0,0,29,86,0,2,0,1,10,0.226351351351351,32,0.768375082399473,"AvgPoor","AvgPoor"
