"","X1.x","yearID.x","playerID","teamID","lgID.x.x","G_all.x","GS.x.x","G_batting.x","G_defense.x","G_p.x","G_c.x","G_1b.x","G_2b.x","G_3b.x","G_ss.x","G_lf.x","G_cf.x","G_rf.x","G_of.x","G_dh.x","G_ph.x","G_pr.x","stint.x.x","G.x.x","AB.x","R.x","H.x","2B.x","3B.x","HR.x","RBI.x","SB.x.x","CS.x.x","BB.x","SO.x","IBB.x","HBP.x","SH.x","SF.x","GIDP.x","BA.x","1B.x","OPS.x","BAClass.x","OPSClass.x","X1.y","yearID.y","lgID.x.y","G_all.y","GS.x.y","G_batting.y","G_defense.y","G_p.y","G_c.y","G_1b.y","G_2b.y","G_3b.y","G_ss.y","G_lf.y","G_cf.y","G_rf.y","G_of.y","G_dh.y","G_ph.y","G_pr.y","stint.x.y","G.x.y","AB.y","R.y","H.y","2B.y","3B.y","HR.y","RBI.y","SB.x.y","CS.x.y","BB.y","SO.y","IBB.y","HBP.y","SH.y","SF.y","GIDP.y","BA.y","1B.y","OPS.y","BAClass.y","OPSClass.y","Improved"
"1275",30973,2014,"longoev01","TBA","AL",162,162,162,155,0,0,0,0,155,0,0,0,0,0,8,0,0,1,162,624,83,158,26,1,22,91,5,0,57,133,11,9,1,9,15,0.253205128205128,109,0.7243039506988,"AvgPoor","AvgPoor",31662,2015,"AL",160,158,160,148,0,0,0,0,148,0,0,0,0,0,11,1,1,1,160,604,74,163,35,1,21,73,3,1,51,132,8,6,0,9,11,0.269867549668874,106,0.763788672531383,"AvgPoor","AvgPoor","No"
"1276",30975,2014,"loughda01","BAL","AL",112,47,112,103,0,0,0,0,0,0,85,16,6,103,1,4,19,1,112,174,31,43,6,3,4,16,8,5,15,33,0,1,6,1,3,0.247126436781609,30,0.693957994824577,"AvgPoor","AvgPoor",31663,2015,"AL",84,34,84,77,0,0,0,0,0,0,49,26,2,77,1,4,13,1,84,134,14,27,1,1,4,12,2,4,5,36,0,2,3,0,0,0.201492537313433,21,0.554567587593945,"AvgPoor","AvgPoor","No"
"1277",30978,2014,"lucrojo01","MIL","NL",153,150,153,149,0,136,19,0,0,0,0,0,0,0,1,3,0,1,153,585,73,176,53,2,13,69,4,4,66,71,3,2,0,2,13,0.300854700854701,108,0.837476348926731,"Good","Good",31665,2015,"NL",103,92,103,93,0,86,7,0,0,0,0,0,0,0,1,11,0,1,103,371,51,98,20,3,7,43,1,0,36,64,0,1,1,6,18,0.264150943396226,68,0.716922536036564,"AvgPoor","AvgPoor","No"
"1278",30981,2014,"machama01","BAL","AL",82,82,82,82,0,0,0,0,82,0,0,0,0,0,0,0,0,1,82,327,38,91,14,0,12,32,2,0,20,68,2,3,2,2,13,0.2782874617737,65,0.755056296914095,"AvgPoor","AvgPoor",31667,2015,"AL",162,162,162,162,0,0,0,0,156,7,0,0,0,0,0,0,0,1,162,633,102,181,30,1,35,86,20,8,70,111,2,4,2,4,17,0.285939968404423,115,0.861019457275981,"Good","Good","Yes"
"1279",30982,2014,"maldoma01","MIL","NL",52,30,52,45,1,42,2,0,0,0,0,0,0,0,0,9,0,1,52,111,14,26,5,0,4,16,0,0,11,32,1,3,1,0,4,0.234234234234234,17,0.707387387387387,"AvgPoor","AvgPoor",31670,2015,"NL",79,66,79,74,0,74,1,0,0,0,0,0,0,0,0,6,0,1,79,229,19,48,7,0,4,22,0,1,23,65,3,1,1,2,6,0.209606986899563,37,0.574929360390444,"AvgPoor","AvgPoor","No"
"1280",30983,2014,"marisja01","HOU","AL",51,47,51,49,0,0,0,0,0,0,2,17,31,49,0,1,1,2,51,173,18,47,8,0,3,19,6,3,5,48,2,3,2,3,2,0.271676300578035,36,0.668855240010053,"AvgPoor","AvgPoor",31671,2015,"AL",133,101,133,126,0,0,0,0,0,0,16,99,13,126,1,5,13,1,133,339,46,80,15,4,9,36,24,9,18,105,0,5,6,4,2,0.23598820058997,52,0.664901590986025,"AvgPoor","AvgPoor","No"
"1281",30988,2014,"martest01","PIT","NL",135,123,135,131,0,0,0,0,0,0,114,28,0,131,0,7,1,1,135,495,73,144,29,6,13,56,30,11,33,131,0,17,0,0,5,0.290909090909091,96,0.808488555277546,"Good","Good",31677,2015,"NL",153,143,153,151,0,0,0,0,0,0,141,18,0,151,0,2,6,1,153,579,84,166,30,2,19,81,30,10,27,123,3,19,3,5,14,0.286701208981002,115,0.780376675713463,"Good","AvgPoor","No"
"1282",30989,2014,"martijd02","DET","AL",123,112,123,111,0,0,0,0,0,0,83,0,34,111,5,7,1,1,123,441,57,139,30,3,23,76,6,3,30,126,5,3,0,6,8,0.315192743764172,83,0.911621315192744,"Good","Good",31678,2015,"AL",158,157,158,148,0,0,0,0,0,0,0,0,148,148,10,1,0,1,158,596,93,168,33,2,38,102,3,2,53,178,7,5,0,3,11,0.281879194630872,95,0.879222722768737,"Good","Good","No"
"1283",30990,2014,"martile01","TEX","AL",155,141,155,152,0,0,0,0,0,0,0,152,0,152,1,9,0,1,155,533,68,146,13,7,7,40,31,12,39,114,3,2,7,2,4,0.273921200750469,119,0.688630263706483,"AvgPoor","AvgPoor",31679,2015,"AL",95,71,95,92,0,0,0,0,0,0,0,92,0,92,2,6,2,1,95,288,26,63,12,0,5,25,14,5,16,69,1,2,3,1,5,0.21875,46,0.576343648208469,"AvgPoor","AvgPoor","No"
"1284",30993,2014,"martivi01","DET","AL",151,150,151,36,0,2,35,0,0,0,0,0,0,0,115,1,0,1,151,561,87,188,33,0,32,103,3,2,70,42,28,4,0,6,17,0.335115864527629,123,0.973798738045778,"Good","Good",31682,2015,"AL",120,114,120,10,0,0,10,0,0,0,0,0,0,0,104,6,0,1,120,440,39,108,20,0,11,64,0,0,31,52,8,7,0,7,18,0.245454545454545,77,0.666940018744142,"AvgPoor","AvgPoor","No"
"1285",30996,2014,"mathije01","MIA","NL",64,52,64,62,0,62,0,0,0,0,0,0,0,0,0,2,0,1,64,175,12,35,7,0,2,12,0,0,15,64,2,0,5,0,2,0.2,26,0.537443609022556,"AvgPoor","AvgPoor",31683,2015,"NL",32,29,32,30,0,30,0,0,0,0,0,0,0,0,0,2,0,1,32,93,9,15,4,1,2,12,0,0,7,24,1,0,0,3,2,0.161290322580645,8,0.50391481365487,"AvgPoor","AvgPoor","No"
"1286",30997,2014,"mauerjo01","MIN","AL",120,118,120,100,0,0,100,0,0,0,0,0,0,0,19,2,0,1,120,455,60,126,27,2,4,55,3,0,60,96,12,1,0,2,12,0.276923076923077,93,0.732432432432433,"AvgPoor","AvgPoor",31684,2015,"AL",158,154,158,137,0,0,137,0,0,0,0,0,0,0,20,3,0,1,158,592,69,157,34,2,10,66,2,1,67,112,12,1,1,5,22,0.265202702702703,111,0.718413432229222,"AvgPoor","AvgPoor","No"
"1287",31002,2014,"mcbrima02","COL","NL",21,5,21,8,0,0,5,0,0,0,2,0,3,4,0,14,0,1,21,31,6,7,2,0,2,6,0,0,2,12,0,1,0,0,0,0.225806451612903,3,0.777988614800759,"AvgPoor","AvgPoor",31688,2015,"NL",20,8,20,8,0,0,4,0,0,0,3,0,2,5,0,12,0,1,20,42,5,7,0,0,0,0,0,0,0,4,0,1,0,0,0,0.166666666666667,7,0.352713178294574,"AvgPoor","AvgPoor","No"
"1288",31003,2014,"mccanbr01","NYA","AL",140,125,140,119,0,108,16,0,0,0,0,0,0,0,14,14,1,1,140,495,57,115,15,1,23,75,0,0,32,77,1,7,0,4,16,0.232323232323232,76,0.692305959220457,"AvgPoor","AvgPoor",31689,2015,"AL",135,122,135,126,0,126,10,0,0,0,0,0,0,0,4,13,0,1,135,465,68,108,15,1,26,94,0,0,52,97,3,11,0,7,7,0.232258064516129,66,0.756185308009245,"AvgPoor","AvgPoor","No"
"1289",31004,2014,"mccanja02","DET","AL",9,2,9,6,0,6,0,0,0,0,0,0,0,0,3,3,0,1,9,12,2,3,1,0,0,0,1,0,0,2,0,0,0,0,0,0.25,2,0.583333333333333,"AvgPoor","AvgPoor",31690,2015,"AL",114,103,114,112,0,112,0,0,0,0,0,0,0,0,1,6,0,1,114,401,32,106,18,5,7,41,0,1,16,90,0,3,4,1,17,0.264339152119701,76,0.683445779849663,"AvgPoor","AvgPoor","No"
"1290",31005,2014,"mccutan01","PIT","NL",146,146,146,146,0,0,0,0,0,0,0,146,0,146,0,0,0,1,146,548,89,172,38,6,25,83,18,3,84,115,8,10,0,6,9,0.313868613138686,103,0.952464630080202,"Good","Good",31691,2015,"NL",157,154,157,152,0,0,0,0,0,0,0,152,0,152,3,2,0,1,157,566,91,165,36,3,23,96,11,5,98,133,12,12,0,9,9,0.291519434628975,103,0.889092362848521,"Good","Good","No"
"1291",31007,2014,"mcgehca01","MIA","NL",160,159,160,158,0,0,0,0,158,0,0,0,0,0,1,1,0,1,160,616,56,177,29,1,4,76,4,2,67,102,3,1,0,7,31,0.287337662337662,143,0.711701467851974,"Good","AvgPoor",31692,2015,"NL",60,21,60,29,0,0,20,0,10,0,0,0,0,0,1,35,0,2,60,110,7,20,7,0,0,9,1,0,10,22,0,0,0,0,3,0.181818181818182,13,0.495454545454545,"AvgPoor","AvgPoor","No"
"1292",31008,2014,"mckenmi01","COL","NL",57,45,57,50,0,50,0,0,0,0,0,0,0,0,0,9,0,1,57,168,23,53,9,0,8,22,0,3,22,42,1,1,1,0,6,0.31547619047619,36,0.909810521067066,"Good","Good",31694,2015,"NL",58,32,58,32,0,32,0,0,0,0,0,0,0,0,1,25,0,1,58,127,20,26,7,3,4,17,2,2,22,41,0,2,0,1,2,0.204724409448819,12,0.730522171570659,"AvgPoor","AvgPoor","No"
"1293",31011,2014,"mercejo03","PIT","NL",149,137,149,144,0,0,0,0,0,144,0,0,1,1,0,6,1,1,149,506,56,129,27,2,12,55,4,1,35,89,12,4,5,5,14,0.254940711462451,88,0.692806324110672,"AvgPoor","AvgPoor",31695,2015,"NL",116,108,116,115,0,0,0,0,0,115,0,0,0,0,0,3,0,1,116,394,34,96,21,0,3,34,3,2,27,73,7,2,4,3,7,0.243654822335025,72,0.613224184361669,"AvgPoor","AvgPoor","No"
"1294",31012,2014,"mesorde01","CIN","NL",114,105,114,109,0,109,0,0,0,0,0,0,0,0,1,9,0,1,114,384,54,105,25,0,25,80,1,3,41,103,4,12,0,3,5,0.2734375,55,0.892945075757576,"AvgPoor","Good",31696,2015,"NL",23,9,23,6,0,6,0,0,0,0,0,0,0,0,4,13,0,1,23,45,2,8,1,1,0,2,1,0,5,9,0,1,0,0,0,0.177777777777778,6,0.518954248366013,"AvgPoor","AvgPoor","No"
"1295",31014,2014,"millebr02","SEA","AL",123,107,123,119,0,0,0,13,2,107,0,0,0,0,1,6,2,1,123,367,47,81,15,4,10,36,4,2,34,95,2,2,3,3,2,0.220708446866485,52,0.653299955705293,"AvgPoor","AvgPoor",31698,2015,"AL",144,125,144,129,0,0,0,11,2,89,15,20,6,35,10,8,6,1,144,438,44,113,22,4,11,46,13,4,47,101,0,2,4,6,7,0.257990867579909,76,0.730426889697778,"AvgPoor","AvgPoor","No"
"1296",31016,2014,"molinya01","SLN","NL",110,109,110,108,0,107,1,0,0,0,0,0,0,0,2,1,0,1,110,404,40,114,21,0,7,38,1,1,28,55,4,6,1,6,14,0.282178217821782,86,0.71947194719472,"Good","AvgPoor",31699,2015,"NL",136,132,136,134,0,134,0,0,0,0,0,0,0,0,1,3,0,1,136,488,34,132,23,2,4,61,3,1,32,59,3,0,1,9,16,0.270491803278689,103,0.660428739657256,"AvgPoor","AvgPoor","No"
"1297",31017,2014,"monteje01","SEA","AL",6,5,6,1,0,0,1,0,0,0,0,0,0,0,4,1,0,1,6,17,1,4,0,0,1,2,0,0,0,3,0,0,0,0,1,0.235294117647059,3,0.647058823529412,"AvgPoor","AvgPoor",31701,2015,"AL",38,32,38,27,0,0,27,0,0,0,0,0,0,0,7,6,0,1,38,112,11,25,6,0,5,19,0,0,4,32,0,0,0,0,2,0.223214285714286,14,0.660714285714286,"AvgPoor","AvgPoor","No"
"1298",31020,2014,"moorety01","WAS","NL",42,20,42,27,0,0,24,0,0,0,4,0,0,4,0,16,2,1,42,91,8,21,2,0,4,14,0,0,7,29,0,2,0,0,2,0.230769230769231,15,0.684615384615385,"AvgPoor","AvgPoor",31704,2015,"NL",97,36,97,58,1,0,39,0,0,0,20,0,1,21,0,50,1,1,97,187,14,38,12,0,6,27,0,0,11,45,2,1,0,1,2,0.203208556149733,20,0.613636363636364,"AvgPoor","AvgPoor","No"
"1299",31023,2014,"morelbr01","PIT","NL",23,8,23,14,0,0,1,0,13,0,0,0,0,0,0,9,1,1,23,39,1,7,2,0,0,4,0,0,2,9,1,0,0,0,1,0.179487179487179,5,0.450281425891182,"AvgPoor","AvgPoor",31706,2015,"NL",3,2,3,2,0,0,0,0,2,0,0,0,0,0,0,1,0,1,3,7,1,2,1,0,0,1,0,0,0,3,0,0,0,0,0,0.285714285714286,1,0.714285714285714,"Good","AvgPoor","No"
"1300",31024,2014,"morelmi01","TEX","AL",52,44,52,25,1,0,22,0,0,0,2,0,0,2,23,8,0,1,52,167,18,41,9,1,2,23,0,0,12,43,0,1,2,2,7,0.245508982035928,29,0.644008685924854,"AvgPoor","AvgPoor",31707,2015,"AL",132,117,132,120,0,0,120,0,0,0,0,0,0,0,7,14,0,1,132,471,51,131,27,0,23,85,1,0,32,112,2,7,0,5,9,0.278131634819533,81,0.812050378249129,"AvgPoor","Good","Yes"
"1301",31026,2014,"morneju01","COL","NL",135,127,135,131,0,0,131,0,0,0,0,0,0,0,1,5,0,1,135,502,62,160,32,3,17,82,0,3,34,60,4,6,0,8,7,0.318725099601594,108,0.859652299891344,"Good","Good",31708,2015,"NL",49,43,49,44,0,0,44,0,0,0,0,0,0,0,1,4,0,1,49,168,19,52,10,3,3,15,0,0,13,25,2,1,0,0,2,0.30952380952381,36,0.820970695970696,"Good","Good","No"
"1302",31027,2014,"morrilo01","SEA","AL",99,92,99,87,0,0,79,0,0,0,2,0,8,10,10,5,0,1,99,336,41,88,20,0,11,38,5,2,24,59,1,3,0,2,9,0.261904761904762,57,0.734711350293542,"AvgPoor","AvgPoor",31709,2015,"AL",146,117,146,143,0,0,140,0,0,0,1,0,3,4,1,11,6,1,146,457,47,103,15,3,17,54,8,4,47,81,5,4,1,2,7,0.225382932166302,68,0.684892950615695,"AvgPoor","AvgPoor","No"
"1303",31030,2014,"moustmi01","KCA","AL",140,126,140,138,0,0,0,0,138,0,0,0,0,0,0,4,0,1,140,457,45,97,21,1,15,54,1,0,35,74,1,3,1,4,12,0.212253829321663,60,0.6315914103919,"AvgPoor","AvgPoor",31714,2015,"AL",147,140,147,146,0,0,0,0,146,0,0,0,0,0,0,4,0,1,147,549,73,156,34,1,22,82,1,2,43,76,1,13,4,5,14,0.284153005464481,99,0.817486338797814,"Good","Good","Yes"
"1304",31031,2014,"moyast01","DET","AL",11,0,11,5,0,0,0,0,0,0,0,0,5,5,2,6,1,1,11,8,2,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0.375,3,0.75,"Good","AvgPoor",31715,2015,"AL",9,5,9,7,0,0,0,0,0,0,2,0,5,7,2,1,1,1,9,22,1,4,0,1,0,0,0,0,3,10,0,0,0,0,0,0.181818181818182,3,0.552727272727273,"AvgPoor","AvgPoor","No"
"1305",31032,2014,"murphda07","CLE","AL",129,113,129,122,0,0,0,0,0,0,2,0,120,122,2,13,1,1,129,416,40,109,25,1,8,58,2,3,36,61,2,2,1,7,6,0.262019230769231,75,0.703487401968964,"AvgPoor","AvgPoor",31718,2015,"AL",84,53,84,37,1,0,0,0,0,0,21,0,17,37,34,28,0,1,84,206,22,61,12,1,5,27,0,1,16,29,1,1,1,4,4,0.296116504854369,43,0.780505538685257,"Good","AvgPoor","No"
"1306",31033,2014,"murphda08","NYN","NL",143,142,143,142,0,0,1,126,16,0,0,0,0,0,0,1,0,1,143,596,79,172,37,2,9,57,13,5,39,86,3,2,0,5,15,0.288590604026846,124,0.734460264692969,"Good","AvgPoor",31720,2015,"NL",130,121,130,121,0,0,17,69,42,0,0,0,0,0,1,8,0,1,130,499,56,140,38,2,14,73,2,2,31,38,10,2,0,6,15,0.280561122244489,86,0.770459133881145,"Good","AvgPoor","No"
"1307",31035,2014,"murphjr01","NYA","AL",32,21,32,30,0,30,0,0,0,0,0,0,0,0,2,4,0,1,32,81,7,23,4,0,1,9,0,0,4,22,0,0,0,0,0,0.283950617283951,18,0.6880174291939,"Good","AvgPoor",31721,2015,"AL",67,43,67,65,0,65,0,0,0,0,0,0,0,0,1,3,3,1,67,155,21,43,9,1,3,14,0,0,12,43,0,1,1,3,4,0.27741935483871,30,0.733936993020185,"AvgPoor","AvgPoor","No"
"1308",31038,2014,"napolmi01","BOS","AL",119,116,119,110,0,0,110,0,0,0,0,0,0,0,7,2,0,1,119,415,49,103,20,0,17,55,3,2,78,133,3,4,0,3,12,0.248192771084337,66,0.789277108433735,"AvgPoor","AvgPoor",31724,2015,"AL",98,92,98,96,0,0,96,0,0,0,0,0,0,0,2,1,1,1,98,329,37,68,18,1,13,40,3,1,45,99,2,3,0,1,10,0.206686930091185,36,0.692896543960374,"AvgPoor","AvgPoor","No"
"1309",31039,2014,"navada01","BOS","AL",113,95,113,105,0,0,11,0,0,0,38,0,69,100,2,14,0,1,113,363,41,98,21,0,4,37,4,2,33,81,1,10,0,2,5,0.269972451790634,73,0.706469777993842,"AvgPoor","AvgPoor",31726,2015,"AL",29,18,29,26,0,0,6,0,0,0,7,0,15,21,2,6,2,1,29,66,6,10,2,0,0,7,0,0,8,17,0,2,1,1,3,0.151515151515152,8,0.441558441558442,"AvgPoor","AvgPoor","No"
"1310",31040,2014,"navardi01","TOR","AL",139,121,139,112,0,112,0,0,0,0,0,0,0,0,21,18,0,1,139,481,40,132,22,0,12,69,3,0,32,76,1,1,0,6,12,0.274428274428274,98,0.712318087318087,"AvgPoor","AvgPoor",31728,2015,"AL",54,44,54,39,0,39,0,0,0,0,0,0,0,0,11,7,0,1,54,171,17,42,7,0,5,20,0,0,17,29,1,0,0,4,0,0.245614035087719,30,0.68156067251462,"AvgPoor","AvgPoor","No"
"1311",31041,2014,"navaref01","LAA","AL",64,39,64,53,0,0,28,0,0,0,23,0,6,27,4,11,1,1,64,159,17,39,10,1,1,14,1,3,13,27,2,0,2,0,0,0.245283018867925,27,0.641948222904783,"AvgPoor","AvgPoor",31729,2015,"AL",54,20,54,46,0,0,29,0,0,0,15,0,3,17,2,8,2,1,54,83,9,21,4,0,0,5,0,2,5,16,1,0,0,0,5,0.253012048192771,17,0.596659364731654,"AvgPoor","AvgPoor","No"
"1312",31042,2014,"negrokr01","CIN","NL",49,36,49,42,0,0,0,17,25,2,1,0,0,1,0,7,2,1,49,144,19,39,10,1,6,17,5,0,12,40,0,1,1,0,2,0.270833333333333,22,0.810376857749469,"AvgPoor","Good",31731,2015,"NL",43,20,43,35,0,0,2,6,2,10,10,5,2,16,0,7,4,1,43,93,5,13,2,0,0,2,2,0,9,23,0,3,2,0,2,0.139784946236559,11,0.399385560675883,"AvgPoor","AvgPoor","No"
"1313",31045,2014,"nieuwki01","NYN","NL",61,22,61,35,0,0,0,0,0,0,17,14,6,35,0,31,0,1,61,112,16,29,14,1,3,16,4,0,16,39,3,0,0,2,1,0.258928571428571,11,0.828296703296703,"AvgPoor","Good",31733,2015,"NL",64,21,64,41,0,0,0,0,0,0,25,13,7,41,0,29,2,3,37,68,14,19,7,0,4,11,0,1,6,23,0,3,0,0,2,0.279411764705882,8,0.922459893048128,"AvgPoor","Good","No"
"1314",31045,2014,"nieuwki01","NYN","NL",61,22,61,35,0,0,0,0,0,0,17,14,6,35,0,31,0,1,61,112,16,29,14,1,3,16,4,0,16,39,3,0,0,2,1,0.258928571428571,11,0.828296703296703,"AvgPoor","Good",31734,2015,"NL",64,21,64,41,0,0,0,0,0,0,25,13,7,41,0,29,2,1,27,38,3,3,2,0,0,2,2,0,2,17,0,0,0,0,0,0.1,1,0.288888888888889,"AvgPoor","AvgPoor","No"
"1315",31051,2014,"nunezed02","MIN","AL",72,45,72,58,0,0,0,2,20,20,16,0,2,18,7,12,9,1,72,204,26,51,7,4,4,24,9,3,5,31,0,1,3,0,7,0.25,36,0.653781512605042,"AvgPoor","AvgPoor",31739,2015,"AL",72,48,72,47,0,0,0,1,16,27,3,0,0,3,16,9,9,1,72,188,23,53,14,1,4,20,8,4,12,29,0,1,2,1,1,0.281914893617021,34,0.757583737097114,"Good","AvgPoor","No"
"1316",31052,2014,"odorro01","TEX","AL",114,107,114,110,0,0,0,110,0,0,0,0,0,0,1,5,0,1,114,386,39,100,14,7,9,48,4,7,17,71,1,5,6,3,7,0.259067357512953,70,0.698391387113448,"AvgPoor","AvgPoor",31741,2015,"AL",120,113,120,119,0,0,0,119,0,0,0,0,0,0,0,5,1,1,120,426,54,111,21,9,16,61,6,7,23,79,2,14,2,5,3,0.26056338028169,65,0.781028048633682,"AvgPoor","AvgPoor","No"
"1317",31054,2014,"oltmi01","CHN","NL",89,60,89,61,0,0,12,0,52,0,0,0,0,0,3,27,0,1,89,225,23,36,8,0,12,33,0,1,25,100,0,3,0,5,3,0.16,16,0.603617571059432,"AvgPoor","AvgPoor",31744,2015,"NL",6,3,6,6,0,0,0,0,6,0,0,0,0,0,0,2,0,1,6,15,1,2,0,0,1,1,0,0,0,6,0,1,0,0,0,0.133333333333333,1,0.520833333333333,"AvgPoor","AvgPoor","No"
"1318",31056,2014,"ortizda01","BOS","AL",142,136,142,5,0,0,5,0,0,0,0,0,0,0,131,6,0,1,142,518,59,136,27,0,35,104,0,0,75,95,22,3,0,6,18,0.262548262548263,74,0.872856244949268,"AvgPoor","Good",31747,2015,"AL",146,143,146,9,0,0,9,0,0,0,0,0,0,0,134,3,0,1,146,528,73,144,37,0,37,108,0,1,77,95,16,0,0,9,16,0.272727272727273,70,0.912965156450498,"AvgPoor","Good","No"
"1319",31058,2014,"owingch01","ARI","NL",91,77,91,79,0,0,0,18,0,61,0,0,0,0,0,13,0,1,91,310,34,81,15,6,6,26,8,1,16,67,0,2,2,2,4,0.261290322580645,54,0.706451612903226,"AvgPoor","AvgPoor",31748,2015,"NL",147,130,147,138,0,0,0,115,0,35,0,0,0,0,0,10,1,1,147,515,59,117,27,5,4,43,16,4,26,144,3,1,7,3,9,0.227184466019417,81,0.586550280573617,"AvgPoor","AvgPoor","No"
"1320",31059,2014,"ozunama01","MIA","NL",153,146,153,151,0,0,0,0,0,0,11,140,4,151,0,5,0,1,153,565,72,152,26,5,23,85,3,1,41,164,1,1,0,5,12,0.269026548672566,98,0.771860720689456,"AvgPoor","AvgPoor",31749,2015,"NL",123,119,123,122,0,0,0,0,0,0,0,111,15,122,0,2,0,1,123,459,47,119,27,0,10,44,2,3,30,110,1,3,0,2,10,0.259259259259259,82,0.691134573487515,"AvgPoor","AvgPoor","No"
"1321",31060,2014,"pachejo01","ARI","NL",47,14,47,15,0,0,11,1,3,0,0,0,0,0,0,32,0,2,47,81,6,22,4,0,0,8,0,0,3,12,0,0,1,0,3,0.271604938271605,18,0.618606701940035,"AvgPoor","AvgPoor",31750,2015,"NL",29,13,29,20,0,18,2,0,1,0,0,0,0,0,0,12,0,1,29,66,8,16,0,0,2,8,1,0,9,14,0,1,0,2,6,0.242424242424242,14,0.666666666666667,"AvgPoor","AvgPoor","No"
"1322",31062,2014,"paganan01","SFN","NL",96,91,96,91,0,0,0,0,0,0,0,91,0,91,0,5,0,1,96,383,56,115,21,2,3,27,16,6,25,53,1,1,1,3,5,0.300261096605744,89,0.731266952267485,"Good","AvgPoor",31751,2015,"NL",133,123,133,124,0,0,0,0,0,0,0,124,0,124,1,9,1,1,133,512,55,134,21,3,3,37,12,4,32,93,0,1,0,6,12,0.26171875,107,0.635116549455535,"AvgPoor","AvgPoor","No"
"1323",31063,2014,"panikjo01","SFN","NL",73,66,73,70,0,0,0,70,0,0,0,0,0,0,0,7,0,1,73,269,31,82,10,2,1,18,0,0,16,33,0,0,1,1,4,0.304832713754647,69,0.710687082434294,"Good","AvgPoor",31752,2015,"NL",100,95,100,99,0,0,0,99,0,0,0,0,0,0,0,4,0,1,100,382,59,119,27,2,8,37,3,2,38,42,0,5,3,4,7,0.31151832460733,82,0.83311975982133,"Good","Good","Yes"
"1324",31064,2014,"paredji01","BAL","AL",18,12,18,14,0,0,0,1,13,0,0,0,0,0,0,5,0,2,18,53,9,16,4,0,2,8,2,0,2,13,0,0,0,0,1,0.30188679245283,10,0.817838765008576,"Good","Good",31753,2015,"AL",104,86,104,17,0,0,0,6,8,0,1,0,2,3,81,11,1,1,104,363,46,100,17,2,10,42,4,4,19,111,0,0,0,2,8,0.275482093663912,71,0.72587379476584,"AvgPoor","AvgPoor","No"
"1325",31066,2014,"parkeky01","COL","NL",18,3,18,6,0,0,2,0,0,0,0,0,4,4,0,12,0,1,18,26,1,5,1,0,0,1,0,0,0,14,0,0,0,0,0,0.192307692307692,4,0.423076923076923,"AvgPoor","AvgPoor",31755,2015,"NL",46,27,46,33,0,0,2,0,0,0,28,0,5,32,0,13,0,1,46,106,10,19,3,1,3,11,1,0,6,37,0,0,0,0,2,0.179245283018868,12,0.534535040431267,"AvgPoor","AvgPoor","No"
"1326",31069,2014,"parrage01","MIL","NL",46,28,46,39,0,0,0,0,0,0,27,9,7,39,0,9,0,2,46,123,13,33,4,1,3,10,4,2,8,28,2,1,2,0,4,0.268292682926829,25,0.708425720620843,"AvgPoor","AvgPoor",31758,2015,"NL",100,75,100,89,0,0,0,0,0,0,46,31,16,89,0,17,1,1,100,323,53,106,24,5,9,31,9,3,20,57,2,3,1,4,7,0.328173374613003,68,0.885599292348518,"Good","Good","Yes"
"1327",31070,2014,"parrian01","OAK","AL",21,15,21,20,0,0,0,4,1,14,2,0,0,2,0,0,1,1,21,46,4,7,3,0,1,3,0,0,3,14,0,1,0,1,1,0.152173913043478,3,0.498294970161978,"AvgPoor","AvgPoor",31759,2015,"AL",17,1,17,16,0,0,0,0,6,10,0,0,0,0,0,2,2,1,17,6,1,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0.1,0,0.288888888888889,"AvgPoor","AvgPoor","No"
"1328",31072,2014,"paulsbe01","COL","NL",31,13,31,18,0,0,15,0,0,0,0,0,3,3,0,14,0,1,31,63,8,20,4,0,4,10,0,0,2,19,1,1,0,0,1,0.317460317460317,12,0.91991341991342,"Good","Good",31760,2015,"NL",116,79,116,102,0,0,91,0,0,0,19,0,1,20,0,21,2,1,116,325,42,90,19,4,11,49,1,2,23,92,0,2,1,3,5,0.276923076923077,56,0.787317498365657,"AvgPoor","AvgPoor","No"
"1329",31074,2014,"pearcst01","BAL","AL",102,86,102,86,0,0,51,0,0,0,35,0,8,40,8,13,0,1,102,338,51,99,26,0,21,49,5,0,40,76,1,4,0,1,4,0.292899408284024,52,0.929581163965578,"Good","Good",31761,2015,"AL",92,79,92,87,0,0,28,18,0,0,41,0,8,49,1,10,0,1,92,294,42,64,13,1,15,40,1,1,23,69,1,7,0,1,11,0.217687074829932,35,0.710999476713762,"AvgPoor","AvgPoor","No"
"1330",31075,2014,"pederjo01","LAN","NL",18,3,18,12,0,0,0,0,0,0,2,7,5,12,0,8,2,1,18,28,1,4,0,0,0,0,0,0,9,11,0,0,1,0,1,0.142857142857143,4,0.494208494208494,"AvgPoor","AvgPoor",31762,2015,"NL",151,137,151,147,0,0,0,0,0,0,0,147,0,147,0,9,1,1,151,480,67,101,19,1,26,54,4,7,92,170,6,9,2,2,5,0.210416666666667,55,0.763150371640938,"AvgPoor","AvgPoor","No"
